AAPL,GOOG,MSFT,FB,AMZN,CSCO,GILD,AMGN,SBUX,CELG,QCOM,PCLN,AVGO,ADBE,NFLX,ESRX,CTSH,YHOO,TSLA,ALXN,CME,EBAY,NXPI,INTU,ORLY,ILMN,AMAT,ROST,EQIX,FISV,DISH,VRTX,NVDA,PAYX,DLTR,CERN,TROW,AMTD,CHKP,SNDK,HSIC,FAST,BMRN,VRSK,LRCX,SBAC,NCLH,ULTA,CTXS,XLNX,SYMC,TSCO,KLAC,SRCL,LLTC,CHRW,MXIM,MCHP,HOLX,STX,VRSN,CTAS,AKAM,WYNN,LULU,XRAY,GRMN,JAZZ,BBBY,SABR,ANSS,NTAP,SNPS,SBNY,FFIV,IDXX,SPLS,SEIC,MRKT,CDW,LAMR,HDS,JKHY,FLEX,JBLU,YNDX,SSNC,SPLK,FSLR,TRMB,AGNC,ALNY,MIK,ALGN,ODFL
927576,65109,776418,1653330,81889,451971,324836,87335,185513,199823,261486,9484,45762,38675,638270,33746,55793,506393,203378,92677,8001,422800,60892,32935,13627,24461,390191,115718,3017,18125,24654,48954,132548,150805,35028,32533,72525,130822,30192,36655,8941,71886,16031,16681,46154,18366,156770,14866,25408,82939,545166,30781,28249,5283,56374,31318,76538,48975,90698,160910,9942,24590,82966,36501,38412,26310,9780,9682,29046,41620,8446,58705,9793,10364,16101,35252,102711,37986,4875,44746,10331,55474,3972,306892,151999,17060,17033,36557,22395,21419,58704,33036,8890,65820,29495
788017,41384,601815,816529,107606,702754,256271,85386,179000,181285,253776,6512,46826,64977,448338,25145,48947,213339,170689,48657,12605,462894,66432,49627,7827,16180,266018,81615,11112,15543,27627,31458,157056,77173,42639,26109,28502,108727,20394,15548,17834,43100,20318,35712,44073,15517,372767,15700,20637,76736,146439,24295,35472,13152,58385,29156,34400,98377,109152,176852,7391,12734,91959,41847,53708,18945,22322,10727,30842,49722,8155,56522,12626,8584,16362,27149,72879,43609,4267,37571,8600,52645,5375,88947,343082,14995,21480,45471,44473,25400,55761,35112,8549,16224,21481
1124396,34021,671823,1096822,95140,772740,446421,52921,156759,164444,295798,6104,59554,37550,324040,36870,49040,216147,223604,50767,7493,287507,62514,19342,17932,43221,197558,76213,4000,12725,28894,67402,154529,43719,44444,23873,33548,106799,37089,25441,10138,49048,22105,28595,98645,51478,228209,12989,19835,48830,171113,26335,31168,2598,44670,23029,89471,128636,123716,178300,14377,10971,100225,65844,30766,17160,6020,10812,25578,31338,8792,40759,11519,13185,44150,15608,79105,28360,4700,36012,6600,54605,4241,115951,140789,14761,10409,38807,37049,19849,107237,43395,7438,55884,21133
913091,33004,591750,1082113,93346,667213,241023,46003,185799,165229,323208,8370,61697,40512,309572,42643,92231,168248,100030,40462,19778,284945,49440,15640,26780,26079,132654,54435,3793,13754,18941,24453,70221,47841,43016,20309,33051,60269,43838,16196,7525,78907,52880,70100,34386,10400,82128,6734,22046,35655,81029,11172,23830,3351,34075,21171,65965,41262,87820,144093,9189,11886,49754,43074,46416,28710,9756,15266,35880,75619,4663,70526,9600,3707,18033,18593,102933,17940,8164,20241,4014,56568,3700,205663,214376,23667,17160,20583,17227,53230,55747,34452,7000,16304,44686
785554,31021,584662,723606,62355,377031,478204,45898,150258,248675,347572,7653,56549,31416,336163,32146,87719,261934,121182,40816,31817,258656,70371,21175,31697,14717,154705,52986,14364,8925,27104,46663,144143,56399,30453,18290,28146,64440,32950,24870,7293,72787,29364,18814,35154,16786,62205,11757,18010,46884,53792,64201,16721,5650,36713,33801,48599,44550,57899,105581,8704,10823,40931,31164,34749,28850,13591,8231,53545,72605,3790,69748,8800,9100,12618,48233,99619,20194,13010,21322,15743,51629,7555,109221,222232,21025,3300,17756,13860,14853,61713,24547,15913,15669,25748
548393,30724,813978,682621,65196,784372,332360,64908,145429,312556,253303,7280,34153,31143,322238,28605,39762,185662,74036,27308,12912,331348,51614,15597,25078,15258,116090,45299,10171,16397,45834,29988,142323,128000,89891,20173,21656,81132,22594,15252,4519,82006,24269,27438,62834,22990,46656,4031,21462,35124,164991,12399,22869,12996,36682,30939,24125,31214,107728,118071,11601,8034,58839,46813,36864,7800,11223,12360,43596,44727,4091,52901,6300,12352,11361,29852,66075,17226,17376,28568,4500,38596,12915,98327,131579,11995,19083,33321,19361,17539,93702,21861,6615,16025,15650
445405,30230,661818,682599,31767,322254,237791,44063,150560,222247,149571,7254,33894,39028,273167,27685,37914,162800,52309,38214,11123,226055,52448,9400,12254,19980,114593,32531,7457,9090,34560,51356,94133,45782,37453,15811,46891,71437,75211,16046,7182,95459,16801,16624,30052,13500,38767,12778,16491,46871,685148,9878,19059,8935,60735,15612,41359,72227,110659,110788,10166,9694,33022,25746,34402,7753,16171,5098,35678,39677,6906,50868,8300,10005,12385,50292,57809,15364,4794,19470,5003,73589,12717,139522,245923,17837,7400,18000,16998,20129,121193,8361,8957,8053,12672
637151,49066,423959,673189,68235,526482,240912,49336,94193,164856,171646,7234,55115,30496,401573,29789,30055,102519,41797,32489,16655,309464,54869,10006,11774,17006,83410,45583,5962,13151,29250,14732,131531,48717,78579,20207,25294,49050,31419,14509,5855,43692,15871,25042,38641,66394,72974,20465,21751,49527,63999,15727,14204,5651,52428,15655,56788,48336,77132,152795,10070,16616,37916,25981,23469,7568,8136,3625,20824,20571,7564,46825,7700,8610,13931,15082,66562,18492,5336,21205,12753,44044,2125,89612,178448,17893,8000,29896,20988,8074,148284,17538,57927,12709,8400
681680,27734,500922,610389,106235,258179,217688,220941,117937,119918,164827,8985,56273,22063,341494,36289,47987,142740,104552,37777,12594,290453,47933,20140,12880,11982,177794,39552,5600,11573,21398,21575,85082,44542,42833,19878,30185,93945,23142,16290,6851,48139,22644,13098,49438,6347,52918,7000,24552,37166,110038,18110,31032,3515,18019,14529,35091,20695,97787,88320,10714,10107,25569,37438,46855,10027,8300,8556,17236,31704,4967,53156,5700,4697,8568,21542,53054,23548,4975,18433,11342,35202,3417,119215,118528,18712,3700,25273,11410,12903,71926,14588,5100,11041,8743
661612,34173,552752,596025,73743,248196,271599,40791,109583,169699,117649,4530,47280,42611,435083,30791,53283,205102,82797,20302,7495,296817,43378,12464,13004,9300,114531,33877,7440,17600,35330,15802,95854,34636,29357,16741,32183,46296,21124,22764,9297,51601,13824,12050,26104,8528,41288,11139,20082,37719,685678,17704,46903,4727,34024,13884,32775,31259,117549,77950,12078,10710,31901,26663,30066,16535,12074,6095,12168,35721,11899,35256,13144,3100,6300,19980,73083,20278,8530,23720,9184,41688,3290,373739,122009,14100,9108,24913,24977,31757,103800,22114,30660,16303,19950
541673,48377,379838,606660,149593,256063,380914,30909,118371,253095,160727,3400,42185,30651,352710,41904,38196,141130,37596,47385,12219,280961,74294,13679,10266,17305,86309,48350,5290,9776,23030,27861,71437,29410,30938,17249,16053,46971,27494,37529,5299,42349,15556,12483,52120,18503,53456,9335,17802,42742,134661,16862,45925,1643,58446,29910,20491,16448,53285,107095,9815,11900,89565,28741,135480,37840,15433,7121,17782,33844,3811,51802,8608,21111,9191,17341,46705,26564,3100,33113,2301,71771,2100,98065,121195,19030,4590,46040,50686,14897,38018,19114,6200,9882,51478
681402,52959,448211,1139932,80140,443861,315550,43378,112365,151012,200547,11240,33236,50150,289641,36540,36320,272503,40254,44684,23900,419665,35685,18270,9735,12559,106005,34936,22051,15475,29356,23225,146843,40060,47592,30898,19675,73412,24828,43862,6980,47729,18413,22290,63273,50399,96457,12915,26021,71488,126039,28598,107414,6762,57911,24927,25612,61625,75924,113808,11955,14185,71384,31001,26072,31764,30545,8219,24154,30763,8729,50900,7402,17200,26672,19180,71819,17600,7101,25945,8923,28975,6893,162544,147452,25798,6300,25772,51678,25155,104217,3833,8498,11212,9901
574389,65466,410699,521834,87533,380558,375853,32626,141834,139295,196562,10860,40747,51169,441243,54517,47626,206931,32668,36204,10402,327890,38800,14573,8542,16823,139149,49237,8949,11041,24565,27288,121692,90095,42090,17008,44500,129776,18276,26515,4232,56831,25216,13672,37993,13512,35342,8004,18725,37290,121439,14202,52912,3800,68112,21978,25758,21113,71564,141839,8783,10487,45999,56880,17358,12650,8396,2632,23455,17148,4304,48693,4601,14948,32108,20114,91101,17480,6375,22882,4208,45120,5228,194822,197658,18448,4803,18403,40566,18602,48332,13147,5305,16566,15780
697859,49841,520482,991610,104612,317497,292443,35411,91099,135605,181409,11757,86623,34898,376780,86310,42467,191230,38608,25185,6605,321615,40745,16883,7435,70990,117464,64612,4400,22506,25270,22868,122865,25310,43211,19233,32568,89788,20589,28756,5405,48999,5600,29873,25278,21797,50394,17994,28215,59614,59641,29745,49230,11300,29550,15631,16929,55851,46415,162988,19650,8568,65865,23914,20741,27979,19802,3517,16233,11790,4748,50813,4796,11100,16479,15758,29872,10700,4900,22744,16839,27993,3400,137461,167772,12808,82505,15077,31521,44387,60270,7420,7846,9758,14200
532263,61403,584013,887270,74686,277427,175096,49212,100363,86424,234123,6152,104340,25179,226993,84601,49778,142747,24817,28649,10572,247453,56161,15741,7359,17911,118061,36702,8800,7121,35835,15198,108089,38350,18755,22437,37443,104053,16805,22543,10196,44398,14647,13136,23789,20730,55289,10304,17289,89840,51445,19269,19384,5723,29545,23092,20394,65856,77879,102203,10486,11439,34771,17913,29416,25507,8700,12810,27082,20861,8434,34230,6006,59305,11019,17021,31242,17697,5300,29021,5724,43601,3678,54346,112127,10016,4339,13593,19292,17028,59571,9991,8339,7400,29590
654549,51690,438286,686088,76058,293907,175554,42645,115829,126245,360072,3400,77945,36466,160948,86422,48414,187509,42798,20502,19157,306618,47192,9677,10454,20138,131750,37910,15321,32163,25460,22969,88956,73072,44138,22784,42300,82276,32927,56110,6805,53660,29696,30131,58693,23367,59523,7902,15725,37952,286001,20316,28411,4121,33998,15060,31536,90168,157249,163069,12625,6866,20936,34320,38493,30898,20145,8811,14279,19220,4032,69606,8545,51831,8200,15883,82417,129914,6394,13842,7615,35750,6489,122911,126045,26900,5100,18275,33928,20883,53353,16920,6981,6400,14693
620542,46460,1165796,518100,73136,254730,249407,51371,134854,118523,220203,8457,122210,49548,161828,40972,52874,249240,49231,31557,7750,392205,43814,30584,12754,39660,124161,71103,8165,13003,29365,43761,88594,40075,50746,22608,20368,58391,17000,74652,6476,56559,17461,14068,26952,17790,39577,9768,23487,28097,148404,23212,45991,3014,30616,18984,43993,77815,78690,127992,15476,9428,50007,45237,30698,36199,11041,6848,41360,18189,1900,57496,6038,16099,8603,20193,124882,12211,3196,15219,9922,35077,4924,214692,172906,16452,5275,22884,36506,41700,34118,17136,6799,8286,18087
702202,34427,787181,515303,66139,323291,281109,73358,158219,191344,181158,10900,83040,60267,207200,49204,53884,165644,47159,35900,12270,365556,40701,23618,9286,25141,127458,56423,17838,74966,41160,39268,325805,28958,40642,26715,28615,84807,25884,38957,12786,69078,16321,14277,28808,16840,41140,7299,25278,32676,98570,26067,36187,8702,24553,37780,33932,49960,90764,190482,9115,14952,95715,64621,29039,31063,14067,19750,31938,25497,6531,66329,9936,20141,13463,51518,58049,20519,4200,15750,11132,31024,13849,191593,205918,19800,5700,28552,55341,41548,73506,20704,11871,14286,32622
569377,66805,652839,748992,69645,315601,205230,75497,119217,157306,156497,10942,138919,45717,231236,61372,74063,230570,34281,39406,11526,311290,100113,21709,11555,14999,120025,92141,14496,43547,24729,37095,96538,34025,32302,25065,23565,50903,28182,32947,7799,48175,14327,14891,43335,27502,36158,6851,19308,67649,74010,36215,15100,9830,44732,21179,25582,24022,132748,141607,39413,6881,66428,51386,15935,75710,12091,14542,26648,28773,7194,62035,12648,11492,14735,19908,101870,32451,4626,35099,9200,66659,9324,102714,151480,10300,10950,40339,47940,77830,57256,12988,32543,9332,23147
653673,54602,624585,477934,45116,316430,340611,58683,125822,192200,161953,3650,59802,50958,179273,42592,61006,254850,19883,41827,14995,237258,57688,12408,13984,15327,303646,55945,7865,103829,33635,57785,176896,38850,34614,29138,78559,63407,38482,52096,18212,41907,28218,24094,36995,14100,58251,6660,39386,43482,463625,26211,56664,11589,44247,22847,30566,75917,83623,120460,13030,10293,80891,23527,20438,47223,19809,11807,27899,20729,5605,58926,8641,11140,10750,24702,72673,40611,4300,25156,4995,51980,12004,233166,239946,67918,4937,23590,28336,69111,122927,20454,27535,10102,20946
575004,74474,1076708,463734,50805,428607,256684,71373,229689,202335,183508,11020,79887,38827,192898,57813,52531,184644,24297,43902,15953,607160,45020,19380,21739,23602,89755,65939,10576,36040,26717,54091,96325,42006,43468,33279,70319,110763,30366,19561,9711,78289,32952,17967,48986,19137,82426,6125,39739,66094,118793,28887,44634,31227,62293,57977,38855,56104,100685,182285,10406,13094,42471,28168,18453,37746,17627,16795,22029,52329,8928,73268,9533,4100,25708,15327,102311,51298,12581,39544,9677,54730,6811,76884,106996,28500,4813,21371,23398,42847,65801,9360,8563,10100,19636
712209,69060,1839455,864965,95737,447382,228324,290556,105284,237308,195110,7825,60480,42850,219521,69609,52318,395292,65687,43704,12181,407029,36327,16930,13885,19340,321655,82277,13000,23485,27277,79423,131380,33972,70315,24721,47436,200585,30498,37797,4470,52469,38715,27726,63276,26880,89297,5710,30859,38063,536293,27590,20367,5716,38008,26378,99921,80315,147647,188085,48949,11547,47136,46235,45812,27413,16460,14049,29117,35760,5883,85496,8493,5500,36619,18967,118622,26597,20122,22932,10190,66123,9722,520187,129794,33861,7141,23454,37387,60990,70055,21107,9470,37891,26347
568477,64604,616338,796739,104389,426761,184123,79895,160845,269074,268579,5324,60955,62645,158188,93789,69008,239596,131691,80182,12049,242561,43318,29764,12955,37296,126582,88620,12057,17847,27188,63057,143834,24644,34237,25961,38337,71718,44803,267633,3600,62693,22331,21810,42052,35029,57764,11360,34383,36237,144805,28926,21590,5600,36087,34037,34623,51038,122929,123992,13796,14243,24262,51749,30810,17374,12427,13956,31191,42916,4415,74158,13826,6050,17642,16173,288612,22097,14479,13448,18857,50619,6381,99959,178299,7179,7500,36853,26558,58343,188216,38265,9039,23184,42766
729341,65518,1432905,608716,98993,409019,300271,131863,146929,375686,317885,8357,75385,43645,295453,87022,95204,208659,88630,50608,20000,316248,66144,16447,18497,19722,122961,117252,13606,67302,41465,30097,104913,45467,35057,26089,39027,163374,55767,91721,8118,91561,66516,27985,43017,47428,65926,16646,40263,42284,239729,27626,42322,12493,41726,46753,40723,79446,146034,142816,20577,11720,57865,64589,31189,23841,16023,24547,40091,50312,5500,146089,17995,10329,20452,21566,70098,37885,9162,34344,11324,64987,5210,166881,200253,78319,10658,41877,30919,51036,320412,45593,17842,42300,25298
928796,71107,1988292,855280,150645,756750,316354,94860,520644,339122,387928,13076,117956,98546,350706,124051,87073,277925,74740,40937,23785,581873,61146,25830,17665,51022,215146,137100,16340,39496,39525,71522,157866,70602,39296,34128,44356,140366,48056,35544,12215,92269,113138,47910,56749,68992,90124,17029,38087,84354,225621,37473,45147,8619,61178,47367,69254,60012,138954,200137,24055,14247,42040,66500,52920,22509,28327,36903,45019,75745,5200,81344,24700,9900,24012,22987,243141,35016,18500,45700,16350,80776,21027,415558,211273,33453,8215,36870,46560,127432,148598,12508,20514,23120,34797
969736,78899,1501484,694757,104534,586900,452762,174378,346842,426693,384401,8940,156120,160548,294556,147745,131799,370750,75858,69256,26877,525474,76824,42089,22148,43368,170992,150659,12424,31031,63788,78228,146884,45498,37364,38314,47322,84867,70577,75537,7687,146899,89419,52792,45315,32178,97342,20448,37257,47175,319534,49909,37747,16194,84053,67481,48638,66941,106525,139746,27885,15816,51417,112550,48199,35170,25903,24516,54893,33270,7231,80724,12558,41409,22470,27458,249516,33822,23593,67316,47009,59441,21173,241826,176106,31448,9705,70695,38679,84275,100127,28356,32183,26727,32030
872319,85559,1657918,802411,114876,860080,453349,124009,204469,471573,326831,13359,143718,177359,306993,217347,179396,312781,110240,71049,80298,546778,104518,34444,27552,50394,280534,164804,16583,57565,66158,64344,243709,76352,79418,39565,47364,170054,54454,88699,10796,203927,107883,49153,78721,41896,71697,30104,45642,78249,235221,60731,181015,13357,69304,73346,104334,53791,174341,200277,15403,34656,65652,163898,54837,43884,76066,37088,69550,32156,10300,108776,38844,22236,27592,36539,352009,43811,14081,96403,54469,98835,9025,249450,264881,89005,14104,50575,56289,56605,92241,26222,35169,23066,58453
959436,124519,1194419,899511,132109,619636,558838,150793,269215,479317,319778,21827,164447,125462,344083,170651,159668,399680,72174,96431,35662,749910,108962,48851,38256,72887,278882,140333,31551,40584,70884,117499,200930,74040,96190,55247,67742,210170,73269,82490,24548,240424,142497,55373,77616,119868,95637,17374,57439,133819,514171,52727,88484,19664,87078,105638,81100,64044,189503,254810,23160,45998,74076,146586,62455,59028,52984,34489,65085,43195,11702,158105,26239,25961,27298,49696,446304,60300,38228,117644,53978,116241,11169,533210,264333,47081,17160,75915,65207,103587,120160,35966,25982,68853,81901
2775536,316834,5545124,2272072,381564,2834676,1595481,443209,794103,808834,1159590,64231,550524,291024,766280,612324,517943,780787,206781,239843,188158,1894800,224618,133242,127832,155042,779109,544237,112413,249745,192863,263390,683941,890328,444646,176393,320363,538032,217647,306892,109232,523611,252248,149140,246628,304447,316550,88426,478849,328067,1404627,188410,205131,100539,210875,224868,290446,254256,561177,785164,129280,107005,252584,300569,125985,299175,150093,82316,303583,271158,52665,791522,122960,107517,150011,120321,1544795,167323,51120,89054,91795,292925,75308,929711,905994,142678,59134,152010,219560,256182,435431,97115,104232,94375,222436
461667,67492,758416,337693,57337,360303,214382,42817,119527,66176,278445,6809,70463,38586,162177,73208,85738,102615,26487,13870,13527,134506,52203,18880,7897,11190,75897,36240,6828,15609,10587,17111,52764,66604,33589,18636,31042,10573,19121,16849,5825,26744,11990,12620,23194,5347,24221,6498,22346,36880,51162,10106,13102,5386,31940,16715,16911,14102,17026,85049,15273,14581,14429,28996,39173,9777,6885,2073,17778,13646,1703,22893,3289,6519,96240,11132,50428,7716,7660,7263,4928,6425,3294,31895,118239,22439,651,11918,21265,9951,31409,3747,1676,22204,5338
1410168,601178,2692783,2218471,382696,1649705,585461,59735,334789,208382,900481,12248,224414,39725,1291635,59601,164205,745926,312772,22974,22232,612106,152404,66163,22551,24480,308465,114338,19064,7823,32624,36550,178472,196569,60955,21975,67647,115202,21747,66218,3900,50943,14207,21112,55803,34895,221871,4900,25649,78091,186052,20517,42127,8220,60648,74391,37857,41456,82496,234543,25636,12970,82146,167597,250086,19193,4496,797,52972,12602,1363,50520,6160,20985,39300,9800,104065,66190,4726,12447,14600,24992,5508,145282,370491,58813,4900,28340,42439,11720,191654,37200,1700,27615,51070
1534593,404334,2045409,2028034,282226,1242050,460993,65937,298295,180028,1099033,19098,106593,38287,872187,95472,129651,754374,113624,31487,13987,494946,147456,60260,19236,27164,302736,56214,13447,25886,18314,73116,188607,187149,49329,22812,75095,92883,16522,59861,9717,75703,17200,33845,44430,76511,284524,15173,60661,73864,79887,16281,38250,4112,93820,22116,34294,136870,134487,193172,17847,14735,87813,192663,83463,30320,8607,8375,48068,37463,2400,112125,8928,9161,25221,43138,128415,35828,9528,12932,7320,22092,7829,189131,318732,105792,13415,45803,45356,35111,107725,27731,2700,19171,23588
1197940,258353,1599529,1822807,235170,805330,299417,85078,232912,153672,778323,17947,140672,87312,776707,103836,229006,506720,123492,20215,31315,513202,67884,50635,20380,32937,270694,95768,11791,27661,20353,87077,196956,251243,58041,21054,67892,123143,35352,51957,5261,70443,22992,24532,54032,21735,173856,6960,41353,130082,64039,20968,57951,6350,79452,27476,25229,122358,86622,254176,11393,8565,20713,137172,177659,23797,11722,4170,203466,29121,2814,76751,8226,13321,5308,37283,77078,41449,7788,13772,5300,36222,5966,222053,332803,77524,6500,32899,35222,23945,175707,41932,6650,13638,61311
974027,247096,1225013,1272089,123619,605419,369386,70648,201210,217007,815686,10536,140325,38401,469998,82690,160706,428375,149727,104435,39170,525995,52499,24954,15917,16526,280372,59048,8896,12954,19616,89096,100019,167906,141904,21588,51914,116784,49077,44473,4600,73329,30825,23139,76334,16059,199272,5500,44696,165434,57271,17639,63259,5175,135698,68126,25516,106774,118812,312459,10480,7273,65885,214238,80660,38785,21284,14934,51798,66293,2100,85515,9700,97914,14201,19260,70439,89027,7054,20642,6521,28395,8911,446648,210335,167705,11745,21001,35709,24941,85723,33145,4219,16263,24250
992943,144489,1011288,1827923,185815,1090033,318243,65988,165492,136928,359799,12209,130527,46847,412269,130398,107165,604227,103900,42854,16273,464930,51546,23303,19644,45322,390548,63253,20478,24941,45204,63549,121530,200303,25616,32319,83334,127044,59759,30790,5163,31453,39211,11625,76882,21870,210630,18946,57094,49072,150530,10716,88678,3835,109999,59101,21334,72040,53069,271047,14295,9172,40107,152361,203501,34069,20965,3850,29737,30196,8250,82113,9563,18780,11143,51113,80610,65937,5200,19863,4000,43063,4841,100893,178786,72613,12500,28664,75119,10830,166935,34558,4400,17854,65204
